Text,Period
bons nomes nestes primeiros passos vao dar vida literaria ha propoem seguir ordeno nada executem aprovado vossa senhoria rogo continue proteçao desculpe algumas faltas possam ter executar deveres espero amizade vossa senhoria pervina acautelar qualquer mesmas faltas certo andem erro entendimento nao vontade cheio cuidado tera remediado coisas teimas jose barreto tomara ja ver estabelecido metodo regular colegio descoberto reitor douto prudente qualidades necessarias poder reger casa semelhante recomendo vossa senhoria queira tomar vista objeto vossa senhoria deme noticias efeito poderei alcançar algum terreno proprio onde possa fazer colegio perto universidade lembrame pudessem comprar tres moradas casas ficam defronte portaria,XVIII
jacinta rosa aplicarei tenues forsas ver consigo ter gosto servir vossa senhoria devo vai chegandose tempo cuidados sao atos filho entregue vossa senhoria confio vossa senhoria toda esperança proteçao vossa senhoria atende pesso vossa senhoria algum socego obrigue estudar receio va fazer atos vossa senhoria avive quanto puder tudo dar gosto fico certo devo deus guarde vossa senhoria lisboa dezasseis fevereiro mil setecentos noventa três vossa senhoria certo verdadeiro companheiro diogo inacio pina manique arquivo seminario sessenta quatro ilustrissimo senhor francisco antonio duarte fonseca montanha amigo senhor maior veneraçao agradeço vossa senhoria expressoes vivas diz confesso sao efeitos amizade executo,XVIII
darlhe gosto fico certo devo deus guarde vossa senhoria vossa senhoria amigo obrigado venerador diogo inacio pina manique arquivo universidade coimbra quarenta cinco ilustrissimo senhor francisco antonio duarte fonseca montanha amigo senhor maior veneraçao recebi certeza saude sentindo possuido dessa melancolia verdade consterna todos amigos nao insto refletir correio passado disse so tempo pode fazer ver engana sinto quanto pode supor padre jose ferrao nao feito ordenei senao separasse so abc instruçoes vossa senhoria respeito todos principios quero sempre conselho proteçao disfarce poucos anos inconsideraçoes diz fico certo larga pratica tudo conheço bem mundo desejarei banhos restitua vossa senhoria gosto,XVIII
antonio montanha todas vezes honra receber carta vossa senhoria fico cheio satisfacao gosto certo vossa senhoria despenda liberalidade servos gratificaçao fica cuidado cumprir deveres fazendo boa condissao tudo quanto vossa senhoria mim confia estimo vossa senhoria ficasse satisfeito remessa capus fiz sempre estarei pronto obsequiar vossa senhoria ouvi dizer senhor intendente geral bons termos aprovaçao majestade diz respeito nomeaçao reitor vicereitor tambem ouvi dizer nada aumentava colegio ora primeiro viesse aprovaçao concluo nada dispora ora respeito regente medicos cirurgioes coligo conversa porem senhor administrador desta real casa chefe pode bem fazer vossa senhoria ja proposto nao nada bom suditos liberdade,XVIII
fico certo larga pratica tudo conheço bem mundo desejarei banhos restitua vossa senhoria gosto ver nesta corte bom lisboa onze junho mil setecentos noventa vossa senhoria amigo obrigado venerador diogo inacio pina manique arquivo universidade coimbra quarenta seis ilustrissimo senhor francisco antonio fonseca montanha silva grande magoa fica triste noticia vossa senhoria molestia deus queira chegar desta ja vossa senhoria restituido antiga saude creia vossa senhoria sinceros desejos pudessen cooperar melhora certamente instantanea queira deus ouvirme suplico todo coraçao fico entregue dois requerimentos vossa senhoria remeteu prometo apresentalos senhor intendente semana vem pois hoje nao dia proprio porque festa alfandega,XVIII
senhor francisco antonio duarte fonseca montanha amigo senhor maior veneraçao desejo vossa senhoria felicidade merce acompanhada constante saude nao sei expressoes heide agradecer vossa senhoria tantos obsequios favores favorece filho ano abusado benevolencia verdade nao queria condescender vinda lisboa obtivessem licença vossa senhoria pois primeiro movel certificaram vossa senhoria facilitou licença aproveitaram virem agora castelo desejo fazer algumas outras demonstraçoes estimava pedro primo assistissem obtive licença pal reitor espero vossa senhoria aprovara deliberaçao demora porto adiantaçao conta calcularam luas vossa senhoria encontrar pode acontecer algum tropesso desagradavel façame favor expedir proprio ha custa logo fazer partirem imediatamente falta alguma tudo,XVIII
vossa senhoria vossa senhoria amigo obrigado venerador diogo inacio pina manique arquivo universidade coimbra cinquenta ilustrissimo senhor francisco antonio duarte fonseca montanha silva senhor sertifico vossa senhoria confiou senhor intendentre recebeu vossa senhoria mandou outra penso vai nela pedia parrocho remeto dois oficios informe cujos requerimentos poder senhor intendente afligiu carta vossa senhoria mandou veremos agora vindo tratante passa tempo nao permite intenso queira vossa senhoria destribuirme ordens pronto executalas porque honra vossa senhoria servo obrigado jose roiz lisboa lisboa trinta julho mil setecentos noventa arquivo universidade coimbra cinquenta dois ilustrissimo senhor francisco antonio duarte fonseca montanha amigo senhor maior,XVIII
merce nenhum saia so ir outro colegial deve nomeado vossa merce nao escolha daquele vossa merce der licença obrigaçao recolherem ave marias infalivelmente merendarem tocar sino recolherao quartos estudar horas estao reguladas colegios compoem corpo academico igualmente deve vossa merce vigiar escrupulosa indagaçao nao introduzam quartos uns outros vossa merce descobrir alguns costumes algumas vezes ha semelhantes colegios ainda outra ordem necessario camaratas regularidade separaçao crescida idade parte outra outros proporcionalmente deve vossa merce horas fixas obrigar domesticos encarregados asseio colegio serviço particular tratamento cabelos colegiais asseio pessoal cumpram obrigaçoes sao encarregadas cujo fim admitidos igualmente horas outros colegios tocarem,XVIII
servilo deus guarde vossa senhoria vossa senhoria amigo obrigado venerador diogo inacio pina manique arquivo universidade coimbra dois ilustrissimo senhor francisco antonio duarte fonseca amigo senhor maior veneraçao desejo vossa senhoria restituido inteiramente fadigas jornada pois verdade desejo completas felicidades portador desta senhor joao manoel camara berquo pessoa distinta anda nessa universidade desejarei vossa senhoria atenda proteja faça carreira feliz conheça vossa senhoria honra distingue conto sobre ja ter repetidas experiencias outros identicas circunstancias desde ja agradeço vossa senhoria beneficio rendo graças tudo obsequiar vossa senhoria achara pronta vontade deus guarde vossa senhoria vossa senhoria amigo obrigado venerador diogo inacio,XVIII
fonceca montanha amigo senhor maior veneraçao nao expressoes agradeça vossa senhoria tao grandes favores praticado todo sentido favor filho sobrinhos colegio ciencias naturais rogo continue favor poder cantar vitoria ver fins desejados recebi cartas deste correio tarde semana darei reposta comunica particular nao faço agora razao refiro vossa senhoria lembra ter falado despacho bacharel parente nao lembro tal pegando cartas tido honra receber nao acho incluidas nelas semelhante negocio talvez havido algum descaminho confusao vossa senhoria avisara nome logo porei todas tenues forças neste particular desejarei prestar todos tenues oficios mostrar gratidao agradar vossa senhoria fico certo devo deus guarde,XVIII
diminutos gastar passos politicos nesta corte sirva exercicio embaraço falte deveres vossa senhoria tanto aqui nessa cidade faz principal objeto gratidao sim senhor vou assegurar vossa senhoria quanto estimo presentes festas natalicias vossa senhoria alegria possuido boa feliz saude desejo vossa senhoria tudo quanto bom tanto ceu terra rogo deus conceda futuro correio darei vossa senhoria resposta ordena nao faço agora porque tempo nao permite queira vossa senhoria distribuirme ordens protesto executalas pronta obediencia pois vossa senhoria atento criado jose roiz lisboa lisboa vinte seis dezembro mil setecentos oitenta nove arquivo universidade coimbra dezanove ilustrissimo senhor francisco antonio montanha sendo,XVIII
lote apoiam vista estado contemplo coisas colegio estaçao tempo sentei comigo arriscar honra saude nao precisa obrigaçao mendigar maos alheias posso ter desenganei senhor intendente presente ocasiao nao passava coimbra desse senhoria daqui providencias julgasse oportunas conheceu justas razoes duvida ficou silencio jornada tudo obsequiar vossa senhoria sempre achara pronto visto honra vossa senhoria servo obrigado jose roiz lisboa lisboa dez julho mil setecentos noventa post scriptum aqui acha estudante filho escrivao queira vossa senhoria ensinarme devo praticar sorte corrigido prejuizo estudos presença parece sao paulo convertido forca arquivo universidade coimbra trinta ilustrissimo senhor francisco antonio duarte fonseca montanha silva,XVIII
possuidor letras lembrandose incomodos jornada finalizou dia quartafeira vinte cinco corrente agardeço vossa senhoria lembrança obriga confessar obrigado acabo ler carta reflexionar sobre assuntos contem prometo vossa senhoria ir pouco pouco introduzindo ouvidos senhor lntendente belos projetos vossa senhoria afim tudo venha melhor ordem sastifaçao vossa senhoria quanto nomeaçoes reitor vicereitor penso razao senhor intendente nao mandar ja porque douto senhor quer esperar majestade sossegada repetidas festas assistencias feito igreja novo convento estrela ainda dia ontem ultima propor majestade novo reitor vice reitor desse colegio quer douto senhor ceder majestade nomeie aprove parece sendo asim fica reitor autorizado nao so,XVIII
senhor chamado paço nao podem concluir presença perdoe vossa senhoria nao respondo ja cabalmente carta irei dando conta mim proporçao introduçao efeitos fizer estimo boa saude vossa senhoria igualmente estimarei ter muitas ocasioes mostrar quanto vossa senhoria atento criado joze roiz lisboa lisboa vinte oito novembro mil setecentos oitenta nove post scriptum rogo vossa senhoria queira representar ilustres senhores casa honraram fiquei devedor obsequios quais nao esquecerei sendolhe grato debeis forças arquivo universidade coimbra treze ilustrissimo senhor francisco antonio duarte fonceca montanha amigo senhor maior veneraçao nao expressoes agradeça vossa senhoria tao grandes favores praticado todo sentido favor filho sobrinhos,XVIII
honra vossa senhoria senhor intendente senhor doutor bento joaquim pois vossa senhoria bem sabe remediar tudo escrevo reitor dandolhe forma escrituraçao livros ha escrever neles igualmente digo modo devem tratados estudantes respeito cabelos cabeleireiro daqueles nao sao numero pobres daqueles sao espero faça honra atenderme pois ja correio passado escrevi sobre varios assuntos dizem respeito sobredito tratamento modo devia entenderse vicereitor pensei nao fazer ciente senhor intendente desgosto vossa senhoria respeito reitor intriga deste vice reitor livrar douto senhor saltasse ares dizendome boa eleiçao havia proposto vim dessa cidade segundo genio entrasse logo aborrecimento consequentemente entrasse dizer nao prestavam enganado,XVIII
sustos afliçao toda esperança vossa senhoria ha salvalo sofrer qualquer azar rapaz nao reflete teme consequencias tudo obzequiar dar gosto vossa senhoria fico certo devo deus guarde vossa senhoria vossa senhoria amigo obrigado diogo inacio pina manique arquivo seminario sessenta seis ilustrissimo senhor francisco antonio duarte fonseca amigo senhor maior veneraçao desejo vossa senhoria constante saude festas cheias daquelas felicidades credor alto merecimento aqui entregou quartafeira trevas doutor jose monteiro carta dise afim prontificar pronto dar todos passos insinuasse necessarios afim prontificar vossa senhoria recomendava ficou logo passar ferias fazer aparecer alguns documentos tais dissolvessem algumas duvidas solicitavam fim desejado,XVIII
vezes examinar idoneidade viajantes habitantes dessa cidade executam ordenou apresentarem hospedes legitimaçao prostituiçao mulheres infelizes continua lassidao vossa senhoria fez honra dizer admissivel descobrir algum homem sa consciencia quisesse averiguar nome algumas mulheres vivem escandalosante outras assim estao tambem reprovado procedimento sitio rua calçada arco almedina rua fangas arco santo agostinho parte santo agostinho parte universidade portas freguesias sao pedro sao joao almedina salvador poder avivar corregedor examinaçao ordem dirigi nao consentir nestas freguesias sitios referidos mulheres infelizes tambem ver tido procedimentos escandalosas possam habitar outra parte cidade dizerme igualmente botequins lojas bilhar existem prostituiçao lhos praticamos vossa senhoria fez,XVIII
reputaçao colegio ficando vossa merce responsavel pessoa caso assim nao observe disfarce mesmos colegiais execuçao ordeno devendo vossa merce advertir universidade devem sair juntos vao mesma aula contemplaçao alguma ainda colegiais antigos dado provas serem morigerados costumes porque mesmos motivos devem dar exemplo imitarem guardarem ordeno vossa merce procurara desembargador francisco antonio duarte fonseca montanha debaixo sabias zelosas instruçoes dirigir vossa merce nao so toca temporal espiritual sendo hora certa dia irem capela rezar ladainha terço lembrava meia hora ceia praticasse refiro vez cada mes confessassem recebessem sacramento eucaristia deus senhor ajudar fadigas literarias atividade vossa merce morigerados costumes dado,XVIII
inteiramente fadigas jornada pois verdade desejo completas felicidades portador desta senhor joao manoel camara berquo pessoa distinta anda nessa universidade desejarei vossa senhoria atenda proteja faça carreira feliz conheça vossa senhoria honra distingue conto sobre ja ter repetidas experiencias outros identicas circunstancias desde ja agradeço vossa senhoria beneficio rendo graças tudo obsequiar vossa senhoria achara pronta vontade deus guarde vossa senhoria vossa senhoria amigo obrigado venerador diogo inacio pina manique arquivo seminario três ilustrissimo senhor francisco antonio duarte fonseca montanha amigo senhor particular respeito quero ter gosto saber juntamente vou apresentarlhe filho pedro antonio pina manique sobrinho henrique pedro quais,XVIII
parte peço desejo vossa senhoria desfrute boa saude dar ordens pois vossa senhoria humilde servo obrigado jose roiz lisboa post scriptum nao posso possivel va pessoalmente beijar maos senhores lembrança deste servo assim rogo deus prospere vida todos conforme desejos lisboa três janeiro mil setecentos noventa arquivo universidade coimbra vinte ilustrissimo senhor francisco antonio montanha acabo dar devida atençao tudo quanto vossa senhoria relata carta consequencia obrigado rogar vossa senhoria amor deus nao queira perder vista colegio atendendo indigencia alunos ocupam fazem dignos patrocinio vossa senhoria ainda apesar vossa senhoria nao correspondido merece vossa senhoria bem sabe ultilidade muitos indigentes,XVIII
resolver avisarei requerimento vossa senhoria diz presente senhor intendente sobre queixa mulher escandalosa causa desordens pode vossa senhoria mandarme proporei douto senhor escrivao crime manoel ribeiro bastos temme perseguido cartas requerimentos alcance senhor intendente portaria admitido dar defesa sobre queixa preço portagem sei justa razao preço insolencia escrivao mulher nada respondido faço tençao responder obsequiar vossa senhoria fico pronto atençao obrigado cumprir deveres honrado entao alcançarei titulo vossa senhoria afetuoso criado jose roiz lisboa lisboa vinte quatro julho mil setecentos noventa arquivo universidade coimbra trinta dois ilustrissimo senhor francisco antonio duarte fonseca montanha silva certeza vossa senhoria saude faz principal,XVIII
dizer incivilidades senhor reitor colegio ciencias porque praticado comigo desforrarei valha espirito vingança ja principiado sentir efeitos arrogante vaidade aqui vier recebera justa recompensa rebeldia ha certa personagem nessa cidade peito descoberto abona procedimento reitor diz sendo ouvido aqui senhor intendente certamente ha aprovar proceder concluo senhor reitor anda diligenciando cartas atestaçoes pessoas autorizadas universidade governo espiritual academico deste modo provar exaçao vier pois vejo ja antemao vai previnindo necessario capitao madureira doutor medico apertem reitor pagamento lance despesa ajustamento contas serem pagos creia vossa senhoria tal reitor homem mau toda literatura empregada dolo malicia verdade nele demora tanto visita,XVIII
toscas reflecçoes vossa senhoria bem sabe avaliar coisas principe senhor viva falou senhor intendente mandar recolher nesse colegio estudante brasileiro ja andou aulas universidade diz falta assistencia dinheiro veio lisboa penso vai tio ocultamente dara seis mil quatrocentos mes mesada reverendo reitor deve receber todos meses cujo fim escrever senhor reitor turbese tempo sucedam trovoes caiam coriscos trema terra arruinemse edficios porem nao deixe vossa senhoria parecer falta ordens espero vossa senhoria si nao mim faça honra dizerme passa saude pois sempre desejo dilatada ordene tudo quanto agrado exercer ministerio vossa senhoria humilde servo obrigado jose roiz lisboa lisboa nove,XVIII
legitimaçao prostituiçao mulheres infelizes continua lassidao vossa senhoria fez honra dizer admissivel descobrir algum homem sa consciencia quisesse averiguar nome algumas mulheres vivem escandalosante outras assim estao tambem reprovado procedimento sitio rua calçada arco almedina rua fangas arco santo agostinho parte santo agostinho parte universidade portas freguesias sao pedro sao joao almedina salvador poder avivar corregedor examinaçao ordem dirigi nao consentir nestas freguesias sitios referidos mulheres infelizes tambem ver tido procedimentos escandalosas possam habitar outra parte cidade dizerme igualmente botequins lojas bilhar existem prostituiçao lhos praticamos vossa senhoria fez honra dizer estimarei ter toda ocasiao agradar vossa senhoria mostrarlhe quanto,XVIII
vontade deus guarde vossa senhoria vossa senhoria amigo obrigado venerador diogo inacio pina manique post scriptum paulo propria parte sete janeiro nao vai seis feira terem ja sido dados bilhetes arquivo universidade coimbra sessenta nove ilustrissimo senhor francisco antonio duarte fonseca amigo senhor veneraçao portador desta filho feito advertencias serias desejarei cumpra prometeu alias contrario sentira tristes efeitos pode esperar pai deseja ganhalo nao faz nao querer sujeitar buscarei longe vistas aonde nao saiba sentirei obrigado fazer toda resoluçao praticar veja nao abraça razao quer precipitar correio extenso desculpeme alargarme tanto pai procurado todos meios opor carreira brilhante filho nao,XVIII
ganha somente dois mil reis criados cozinha todo serviço ganham mil duzentos mil reis padre reitor homem formado canones cinquenta mil reis ordenado raçao casa roupa lavada ja aqui ha oito anos certo deve atender caristia viveres lugar reside senhor reitor fala neste ponto respondo ponderandolhe acabo referir estimo estudantes respeitem temam vossa senhoria provera deus estimassem tanto vossa senhoria creio voz ainda ouvida longe ate mesma incerteza respeitavel presença fara neles impreçao respeito temor tudo parte necessaria mocidade deus queira abençoar sublimes projetos vossa senhoria sobre colegio bem rogava vossa senhoria diminutos talentos deus confiou necessaria proteçao vossa senhoria,XVIII
maior veneraçao correio passado honra escrever vossa senhoria fico cuidado correio nao receber carta descaminho dizer jose roiz vossa senhoria dizia escreveria neste correio atribuo alguma equivocaçao correio muitas vezes sucede sobre particular vossa senhoria falou dado passos aplicado meios tenues posso ter fim ha duas oposiçoes melhor dizer tres procuram lugar todas forças nao desisto ver demostrar diferença faz vossa senhoria quanto ganhara publico fortuna conseguir vossa senhoria comissao mao vossa senhoria pode persuadirse desejo desempenhar devo fazer neste particular pois sinal gratidao tambem tao obrigado todo sentido vossa senhoria ate especie ingratidao assim nao praticalo nao afrouxo diligencias,XVIII
reitor neste correio vez nao fale ordenados familiares vossa senhoria deve todo bom arranjamento desse colegio coisa publica pois senhor intendente dito dizendo todos grandes pequenos nesta corte nao cesso publicar nao luzes recebi vossa senhoria nada podia fazer fiz alguma coisa mereça nome boa toda gloria pertence vossa senhoria negar luz sol nao falasse assim verdade porem senhor caso tempo presente gentes vivem nele nao conhecem conhecem utilidade publica nao dao entendidos emulaçao reside coraçao daqueles so interessam escurecer gloria daqueles so interessam utilidade publica sao amantes patria benfeitores indigentes bom otimo tudo quanto senhor intendente ajudadores obram beneficio,XVIII
faz letras nelas encontro maiores motivos constituem obrigado estimo vossa senhoria persuada indigencia respeito coisas colegio rogo vossa senhoria nao fique duvida desta verdade pois algum modo entender creia vossa senhoria homem fraco melhor fugir contender perigo ficar vencido publica fraqueza nao quero dar so paso palavra respeito colegio primeiro senhor intendente resolva segundo proponho mostrandolhe cartas dirigem reitor vice reitor verdade devo dizer entendo espirito verdade propoem alguma coisa logo toma pouco respondo nao insto nada rustico sistema sempre praticado vou vivendo tempo colheita veremos colhe abundantes frutos sementeira so entao arrependera confiou terra encharcada enxuta ainda algumas pedras,XVIII
vejo nao palavras pareceres todo credito pensava paciencia falo verdade sempre digo sempre firmado verdade espirito obrar melhor execuçao nao boa nao pertence mim tomar conhecimento maiormente quanto considero senhor reitor homem sabio igualmente contemplo senhor vice reitor nesta consideraçao toda confiança bom modo pensar deve toda politica amizade bom conselho vivendo comum acordo negocios consernentes bem colegio senao digame vossa senhoria figura posso fazer ignorante homens doutos ventura devo arriscar poucos talentos deus deu nao sera melhor conserve ir distribuindo presente tanto temor presentemente faz nao repetir agora ja disse senhor reitor sobre senhor vice reitor tratamento respeito devem,XVIII
guarde vossa senhoria vossa senhoria amigo obrigado venerador diogo inacio pina manique arquivo universidade coimbra setenta dois ilustrissimo senhor francisco antonio duarte fonseca montanha amigo senhor veneraçao afeto desejo vossa senhoria logre boa saude poder gozar descanso ferias muitas ocasioes empregarme serviço nao procurado vezes vossa senhoria porque alem ordinarias ocupaçoes nao passado bem ha tempos parte ate ameaçado umas sessoes alguns dias agora filho vai fazer exame nao posso deixar incomodar vossa senhoria carta rogarlhe proteja dissimulandolhe faltas nao posso emendar porque longe cercado negocios ate fazem esquecer espero vossa senhoria favor permita ordens deus guarde vossa senhoria muitos,XVIII
acuda pai fogo chamine olaia lelio vem acudir ateado luteria olhe senhor rodrigo pegou tigela repolho lume pegou tanta força ardido quase todo ladrilho chamine sapateiro acuda acuda senhor rodrigo ja estao tocando toda pressa lelio vou acudir escritos rapariga gaveta quarto mestredeobras forçados bombas aguadeiros mestredeobras entrem cortem botem abaixo destruam tudo salvagem nao acudir destruir mestredeobras calese la deixe ir costume sempre nestas ocasioes destroem muitas coisas necessidade salvagem agora outro caso entrem cortem botem abaixo destruam tudo vozes dentro umas venha agua venha agua outras cordas escadas outras colchao molhado todos vamos evitar tanta ruina casa pasto,XVIII
senhor cada dez faziam graça porem martir maos salvagem ca façoa mim venerando barbeiro nao longe deste sitio meteu cabeça debaixo sovaco cada esfregaçao punha cara banda vi principio tanta furia gritei dizendolhe 'de vez senhor mestre ' respondeme venerando 'sim senhor ' torname doer tornolhe gritar 'de vez senhor mestre ' torname responder 'sim senhor ' eis sinto vir cara abaixo levanto voz 'de vez senhor mestre vez ' ultimamente fezme barba contandoas curiosidade trinta seis vezes couro enfim senhor assentei gente leva couro cabelo so fazendoa mim dou bem servido rodrigo pois filho gostoso resoluçao espero domingo faças,XVIII
verdade caras bem enormes bem amarelas pareciam nao dormiam ha dez noites estudante penteados fazemse bichos mato levava chapeu esteira bico adiante ia diabo morgado pois vestido chita parecia cortina alcova estudante gostei daquela rebentaram atilhos forma caiu chao capitao fizeram reparo trazia gebile solto baixo colete tao sujo suponho morada quantas pulgas percevejos ha lisboa presumida estudante caiu fazer mesura minuete tao baixa quis fazer assentou chao morgado sujeito ajoelhou pe nao repararam sobrecasaca precisava caudatario dono casa desvanecido porque filhas cantavam cravo capitao tia desdentada cheia cabelos brancos canto parte esquerda namorarme estudante devia considerar ja pode desengano,XVIII
dona varia velha mostra pouco brio pior filhas olhem bom brinco ora pois nesta funçao so governo decido ja ja desgadelhadas vou cear dormindo operas meias operas vossa merce senhor primo tornar casa chaves labirinto cruz diabo festa farei arre burrinho ja entende bengala perceba nao digo ora bom disparate vejome boa metido gastar camarote ter premio disto alem tanto desgosto bengala arre burrinho alfarroba mesma dizendo havia suceder leria mae nao faça caso avo ceia dormindo estarmos prontas vamos logo rebolindo sege meia sege daqui la sao dois pulinhos noite luar posto faz frio mae pode ir abafada capote,XVIII
exoticas termos categoricos precipuos congruentes vossas pessoas frases rispidas pedantes agradeço trabalho querer ouvirme alberto bravo bravo senhora tola proa porcia nao sabia estudiosa nao agradecer visita pois so feita sabios fufia lesma ditos fufia revirisco senhores dedico pessoas esquipatico outro touro praça nao faltara ver lesma ordens senhores alberto pareceme saiu trunfo tolas papirio esquipatico vai la dentro buscar cadeira braços filha esquipatico quer vossa merce va buscar pulpito pequeno freguesia papirio nao sejas tolo faze digo corisca nao pai ciencia qualquer parte brilha ainda nao forças herculeas combater tao grandes corifeus so faria tendo lingua argentina voz metalica,XVIII
disparato cego ora favorece preta aui miciao bom gerundio boas tardes fidalgas bom tom celia laura bençao pai gerundio rico primo lha deite governa valerio tio nao enfarrusque primas frances deixe antigualhas viva bom tempo gerundio sobrinho deixai peralvilho ridiculo asno sede homem juizo ainda ja nao vejo caminho guardai bom tempo outra qualidade gente valerio pois algum caso estranho trazer primas divertir gerundio devias primeiro divertir vossas irmas deixar filhas valerio nao queira fazer velho nao bem gerundio nao façais tolo pior valerio gerundio dardo atravesse laura ora vossa merce nao razao gerundio grandissima atrevida aqui quebrar cabeça bengala,XVIII
tao grande porque nao vossa merce tambem escolhido domingo participar boleus tao gloriosos salvagem verdade senhor amo porque nao resolve dar alegrao povo gloria nao vossa merce ir ares velo rodrigo nao achaques ninguem primeiro estrearia praça gloria gloria maior entrar som fortes timbales ressonantes trombetas montado soberbo cavalo chapeu plumas fazendo altiva figura seguido vistosos capinhas levando vivas todo povo gloria virem reforçados pretos buscar brutos vitima espada ficando praça rasto sangue imortalizando nome cavaleiro salvagem acompanhado neto nao vale nada lelio logo tambem ficaram imortalizados hirsuto joao burro desengonçado raiz abrota mal lavado outros muitos desta pasmosa jerarquia,XVIII
faças bonita tarde lelio domingo nao pode quero exercitarme picaria aprontar brilhante vestido leva tempo fazer rodrigo liçoes picaria ruço macho logo quintal tomaras ensinarei preceitos ja trote ja passo garupa pilao cara parede curveta saltos mortais enfim tudo pertence arte salvagem ah senhor lelio perdeuse pai forte burro nora lelio senhor vou botas esporas ainda estao tanto arrombadas salvagem praza deus algum touro nao arrombe couro botas rodrigo grande felicidade consigo ver tourear filho ver filhas damas teatro ganhando alfinetes salvagem razao razao so alfinetes comer vestir nao falta rodrigo dizes salvagem nada nada senhor nao digo nada senhoras,XVIII
ainda ha frangos ensopado eirozes galinha assada sopa leite lingua vaca ruivos pombos empanadas morgado careiro irra nada farta ha pudim tortas recheio salsichoes macarrao favas presunto panelinhas queijo morgado bem escolhido mandeme pratinho salada dez reis pao careiro sim senhor ora bom despacho abalaramse montes pariram rato tanta coisa dez reis pao pratinho salada labuzada bem querer morgado servir dona labuzada horas ca trapalhona adeus estudantinho passa bem estudante grande novidade senhora dona trapalhona mae adeus senhor capitao vai capitao oh senhora servo mae raparigas temme atormentado hoje velha convulsao feitio tal ninguem segurava punha olhos alvo mordia beiços,XVIII
filho esperanças ' aurelia bravo todos bravo sempronio ' deuses penates nao lembras entregue ocio alto heroi piedoso fados destinam altas glorias fundar italias nova troia ' daqui continua ate embarcar fugindo cartago alguns episodios parecem proprios cada cena gelazio parece senhor pascalino pascalino obra ha alto coturno deve representarse aurelia aprovaçao mostro sinais sempronio pois senhores ai fica obra sujeito correçao porque mim efeito genio nao ciencia matusio ora senhores bom logo outra cara peça ha boa força aurelia sinal conheço senhor estro legitimamente poetico obra sera excelente ponho coroa louro ainda nao irmas devia receber coroa permeço figura,XVIII
metido cabeleireiro fazer anel parte esquerda acima outro lelio tristeza havendo motivo invencivel ha dois meses padeci molestia rapariga desprezar roberto estimo alivios senhor rodrigo conceda senhoras cantem alguma coisa souberem rodrigo ines nao podera cantar pois levantou ha pouco doente olaia podera satisfazer canta olaia alguma modinha canta filha olaia satisfazer gosto direi lembrar 'de males remedio etc ' todos bonito bonito roberto contenta rodrigo tal senhor roberto tal roberto bem bem salvagem ah tempo tempo lembroume senhora dona olaia tempo avo acalentava berço habilidade fazer sono nunca roberto vamos representaçao sabem algum pedaço alguma comedia cor lelio logo,XVIII
atras la perdeste outra sorte seguralhe mao esquerda andares galope lelio touros nao investem entao bem salvagem senhor rodrigo vossa merce fez mim jupiter pois achandome ha tanto tempo homem hoje respeito convertido touro sapateiro ditos sapateiro senhor vizinho acuda toda pressa fogo luteria senhor rodrigo fogo casa rodrigo fogo fogo rapariga sapateiro sim senhor ateado ines olaia ditos ines acuda pai fogo chamine olaia lelio vem acudir ateado luteria olhe senhor rodrigo pegou tigela repolho lume pegou tanta força ardido quase todo ladrilho chamine sapateiro acuda acuda senhor rodrigo ja estao tocando toda pressa lelio vou acudir escritos rapariga,XVIII
filha perco daqui dois dias entrava compor simplicio sempre grande risco mulheres querem tirar instinto bordar coser etc corisca esculapio vingara barbas brancas fufia vira cavalo catrapos catrapos corisca oh infida perfida mente remente fufia levemna margens pindaro fazer filhos plutao papirio estao loucas confirmadas grande desgraça porcia voume retirando nesta confusao antes pegue esquipatico ora nao nada neste mundo pois pareciame nao poderia endoidecer porque nao havia perder nao papirio esquipatico vaime chamar medicos cirurgioes esquipatico deixese disso logo vem enfermeiro precisam corisca tragamme bertoldo verao descompoe insipida feiticeira fufia longe mim puerilidades fazem revoltar imperio netuno enfermeiro duas,XVIII
lucros avultadissimos tomar saber tera algumes caixas laranges vender dentista tiro la pedre identi rapidez maravilhosa cego ferro dentista ferro non senhori ma tiro pistola va la pedra al diablo restar sinal cego desse modo tire vossa merce la dentes quantos coelhos vir rapaz tempera viola cantemos alguma coisa senhores ouvem toda companhia hao mostrar cego toda bizarria rapaz tambem ha estrear capote baetao cabeleira rabicho tao boa feiçao cego senhor josezinho vestido encarnado vestia alvadia capote melado dentista diabo cantarolle cego ah so saca molas va la tirar dentes mouros melhor tirar esmolas tirar dentes dentista esto remedio dolores,XVIII
tendes uns olhos sao prisoes todos amantes vivo morro todos instantes mae rapaz fugiria dinheiro tomara comer estudante verdadeiro versos nao sustentam morgado ainda cairei fazer versos diante destas senhoras capitao cantar cantar melhor duas cantemos moda livia podes amada livia tirarme tanta afliçao fazer ainda alcance paz coraçao ai suspiro ter alegria noite dia desafogo sao colareja vem ginjas outra quer malacotoes mae ai meninas ai vem ronda todos verdade aqui alguma ronda alcaide ditos alcaide ninguem mova dai vossas merces sao senhoras procuro inquietadoras vizinhança desassossego destes peraltinhas bandurra ja todas castelo mae primeira consentidora nao exemplo boa,XVIII
